,loanpurposecode,loanapprovalcode,loaninterestrate,loanoriginalbalance,loanpayment,loanpaymentcount,loancreditscore,debtratio,rbl
21299,43,55,13.0,500.0,25.0,0,652,0.8857,3
10203,40,1017,6.75,4000.0,127.0,0,691,0.4604,2
4327,3,780,7.5,29684.94,527.46,72,734,0.515,1
427,3,1176,14.75,5000.0,182.41,36,633,0.2661,4
21954,40,341,6.75,20000.0,560.0,0,750,0.3439,1
9967,3,780,5.75,4000.0,121.18,36,788,0.4571,1
5043,25,585,9.25,1000.0,87.57,12,669,0.3777,3
6428,2,1916,6.25,2000.0,176.97,12,716,0.2444,2
11726,40,1437,6.75,5000.0,146.0,0,708,0.4254,2
13661,40,1176,6.75,1000.0,50.0,0,0,0.0714,0
6172,25,780,5.0,1340.0,116.2,12,725,0.4902,1
2010,9999,1437,5.25,33145.38,538.81,72,0,0.0701,2
14628,3,1176,10.25,10366.72,231.46,60,667,0.1873,3
5280,3,780,6.5,7458.09,176.93,48,752,0.3895,1
4948,3,1017,17.5,10937.04,297.24,60,591,0.1987,5
10171,3,1437,7.75,23049.63,511.32,60,706,0.1775,2
12427,40,1017,6.75,3000.0,95.0,0,693,0.3105,2
1639,9999,1462,4.5,63203.02,880.15,84,760,0.5026,1
3728,13,780,3.75,20739.31,379.93,60,748,0.1582,1
1334,25,780,6.0,15000.0,318.02,60,729,0.532,1
17434,3,1437,16.0,3608.06,109.45,48,579,0.3317,5
3936,40,780,6.75,15000.0,89.0,0,696,0.3713,2
18242,14,780,3.75,31342.82,487.47,72,742,0.4274,1
7635,7,780,7.0,16388.51,356.99,60,806,0.2369,1
20594,24,1437,9.5,5000.0,125.71,48,636,0.4478,4
5912,40,55,6.75,1000.0,50.0,0,0,0.0489,0
8236,24,1407,6.25,2000.0,176.02,12,707,0.4423,2
12623,43,1437,13.0,500.0,25.0,0,777,0.1205,1
9632,3,780,6.75,21216.63,438.77,60,738,0.4472,1
16591,8,1437,5.5,14918.02,285.26,60,634,0.2856,4
13572,25,1437,7.75,16912.0,374.32,60,704,0.3943,2
3272,17,780,3.0,6145.45,178.51,36,826,0.2519,1
12834,40,47,6.75,20000.0,50.0,0,835,0.8283,1
6400,9999,1090,15.5,22683.32,485.82,72,634,0.2534,4
17148,25,780,6.0,4453.03,104.41,48,850,0.1904,1
6995,3,1437,15.75,4000.0,144.07,36,633,0.4072,4
9249,13,166,4.5,34030.93,697.44,60,711,0.6024,2
7645,25,780,6.0,5000.0,156.54,36,751,0.3756,1
20638,14,585,3.75,25700.0,396.22,84,756,0.4829,1
17687,25,585,15.75,4500.0,166.66,36,599,0.1113,5
876,25,1916,8.5,10970.0,270.95,48,698,0.421,2
2047,9999,1437,13.6,38028.18,775.48,72,590,0.2843,3
3603,3,780,2.49,15000.0,1266.42,12,756,0.3638,1
20364,17,570,2.75,15735.14,361.52,48,743,0.2692,1
11906,25,780,5.75,17500.0,368.06,60,725,0.3833,1
21757,14,55,4.75,23072.75,413.65,72,716,0.4864,2
3977,25,1407,15.0,8500.0,419.47,24,0,0.4093,4
6267,9999,1090,11.8,30889.57,603.4,72,626,0.2421,4
5446,25,780,7.0,5000.0,99.31,60,768,1.6272,1
681,3,1437,10.25,8500.0,225.55,48,640,0.2266,3
21087,2,585,4.5,15000.0,279.68,60,776,0.0076,1
19723,13,780,3.0,23155.12,415.95,60,847,0.416,1
17515,43,1437,13.0,1000.0,25.0,0,655,0.2089,3
7493,8,1017,8.5,60000.0,744.94,120,830,0.6942,1
8734,24,1437,10.0,3000.0,144.37,24,649,0.2191,3
13810,40,1176,6.75,30000.0,50.0,0,774,0.4552,1
8614,3,780,6.0,20000.0,424.58,60,784,0.5225,1
17860,25,585,6.25,12845.22,274.47,60,741,0.6617,1
20910,14,1090,4.5,38970.0,546.28,84,717,0.1935,2
16252,40,1437,6.75,15000.0,382.0,0,689,0.385,2
9916,23,780,5.25,6623.22,303.44,24,774,0.5773,1
10553,7,780,5.75,12000.0,252.79,60,752,0.2447,1
10213,3,1437,7.25,25000.0,499.0,60,683,0.3071,2
13514,25,1017,14.75,5000.0,182.65,36,611,0.3561,4
16896,13,1437,3.5,10462.71,310.76,36,700,0.3027,2
18998,25,585,4.5,15000.0,279.87,60,790,0.2901,1
1294,25,780,6.0,30000.0,579.99,60,840,0.5688,1
10560,25,1017,16.75,11633.97,288.9,60,582,0.2226,5
16856,40,1176,6.75,5000.0,98.0,0,652,0.4359,3
13939,3,780,6.75,12629.65,272.57,60,758,0.4465,1
19485,3,585,4.5,30000.0,569.67,60,747,0.2874,1
12007,40,570,6.75,20000.0,106.0,0,764,0.4291,1
6140,3,570,6.0,27343.0,555.67,60,755,0.4212,1
11260,2,1437,9.25,5000.0,230.43,24,672,0.3433,3
21395,3,1017,7.25,12000.0,255.67,60,686,0.4163,2
8569,3,1017,8.25,25000.0,508.2,60,694,0.1798,2
7646,13,780,3.5,17958.95,326.68,60,776,0.0986,1
15890,13,1017,14.75,7585.91,195.93,60,570,0.0784,5
11025,13,780,3.0,13963.72,309.13,48,832,0.5436,1
2810,2,780,2.49,5000.0,425.25,12,782,0.3933,1
8957,25,1437,6.25,16803.17,427.4,48,729,0.0994,1
19668,3,570,10.0,14000.0,298.15,60,668,0.4039,3
582,25,1437,15.5,13987.69,367.39,60,0,0.1618,4
20568,3,570,6.25,26309.85,491.37,72,750,0.3992,1
14063,25,1437,10.25,8000.0,219.91,48,656,0.3887,3
8785,14,55,14.25,34463.6,708.33,80,0,0.3433,4
1033,25,1916,15.75,4650.0,203.59,48,0,0.1113,4
8482,25,780,5.5,1800.0,107.63,18,728,0.2853,1
1374,25,780,5.5,5000.0,220.95,24,734,0.4716,1
323,25,1437,15.0,7000.0,194.8,48,602,0.1447,4
20585,40,570,6.75,3000.0,92.0,0,619,0.0713,1
18796,25,47,10.0,21376.0,493.23,60,665,0.1766,3
11300,40,1017,6.75,2000.0,62.0,0,630,0.3353,4
14897,2,55,5.75,6000.0,192.35,36,737,0.2047,1
13524,3,1437,8.0,20000.0,415.75,60,687,0.4556,2
8923,3,780,6.25,5000.0,127.18,48,782,0.3228,1
5913,25,780,6.0,30000.0,610.34,60,730,0.1808,1
1803,24,1462,16.5,15000.0,377.13,60,633,0.5544,4
2215,3,780,6.0,13000.0,408.24,36,775,0.5733,1
21616,40,1017,6.75,5000.0,131.0,0,723,0.3538,1
10908,13,780,3.75,13565.44,248.68,60,724,0.1932,1
14413,3,780,8.0,15809.32,345.05,60,689,0.5055,2
11396,3,585,8.25,26709.0,473.14,72,689,0.3705,2
8755,13,1437,7.75,20000.0,493.48,60,675,0.375,3
1769,3,1407,8.25,20375.0,436.92,60,716,0.353,2
19001,13,47,3.0,17469.68,320.14,60,773,0.4335,1
3453,13,570,11.9,5000.0,166.0,36,636,0.3647,4
21639,3,585,6.25,15000.0,319.18,60,713,0.507,2
5624,40,780,6.75,10000.0,50.0,0,701,0.3528,2
13516,2,1176,6.25,4500.0,207.95,24,687,0.3893,2
22211,40,1017,6.75,8000.0,86.0,0,701,0.3124,1
15285,3,1437,7.75,32564.13,600.11,72,717,0.548,2
19770,25,570,14.7,10500.0,261.48,60,611,0.4103,4
22068,40,570,6.75,5000.0,144.0,0,698,0.2503,2
17707,23,1437,4.5,20000.0,392.23,60,817,0.4581,1
4782,3,780,6.25,15000.0,292.0,60,826,0.4565,1
12636,25,1437,14.75,2500.0,88.73,36,0,0.2724,4
16187,3,1437,5.75,31500.0,605.76,60,729,0.1293,1
17824,14,1437,12.0,19934.59,484.78,60,0,0.2614,4
18563,2,585,5.75,4000.0,122.81,36,727,0.3309,1
14045,3,1437,10.25,32457.82,712.3,60,660,0.3657,3
16368,25,780,6.0,6000.0,151.2,48,728,0.2865,1
13210,3,780,6.0,14000.0,270.75,60,731,0.1902,1
5275,40,570,6.75,10000.0,306.0,0,720,0.5155,1
18982,25,585,4.5,14000.0,261.02,60,751,0.3325,1
13665,3,47,4.0,6827.76,154.16,48,693,0.3416,2
12054,2,55,6.25,2000.0,89.84,24,682,0.2127,2
9034,25,780,7.5,30000.0,566.72,72,748,0.5085,1
14645,3,1176,10.25,20261.88,474.82,60,670,0.3575,3
18357,40,585,6.75,8824.89,50.0,0,688,0.2758,2
4904,2,1437,14.5,1000.0,90.36,12,632,0.0344,4
16616,23,47,6.75,4000.0,130.27,36,694,0.4717,2
11389,25,47,9.75,11500.0,391.92,36,658,0.2052,3
16369,3,780,5.75,30000.0,588.57,60,733,0.5216,1
2848,3,1407,9.5,1474.71,129.33,12,667,0.0488,3
2037,3,780,6.0,12000.0,243.2,60,727,0.5441,1
1700,40,780,6.75,6000.0,130.0,0,711,0.0625,2
15774,25,780,6.0,10000.0,303.91,36,724,0.5119,1
22280,25,55,4.5,25000.0,465.56,60,803,0.5571,1
18873,25,780,5.75,6500.0,158.29,48,739,0.1221,1
5472,3,780,7.0,20000.0,434.45,60,752,0.5489,1
10978,40,1437,6.75,5000.0,50.0,0,636,0.2642,4
4625,13,1916,14.25,12274.39,350.02,48,0,0.2741,4
3535,3,780,6.0,22000.0,460.18,60,767,0.3473,1
2171,23,1437,8.25,11356.77,253.49,60,718,0.139,2
18776,13,585,2.25,11000.0,316.38,36,785,0.4745,1
15225,13,1437,3.25,25198.63,456.61,60,739,0.4445,1
15141,25,1437,6.0,20000.0,423.7,60,740,0.2177,1
21692,13,570,9.75,17073.81,393.22,60,0,0.353,4
18546,7,1437,6.25,5976.19,120.51,48,691,0.289,2
1852,25,1916,15.75,8746.07,266.08,48,0,0.0396,4
10025,43,585,13.0,1000.0,25.0,0,692,0.4527,2
8116,3,585,9.0,21924.08,418.84,72,698,0.5337,2
15681,25,1176,14.75,4448.26,163.67,36,630,0.1907,4
1167,40,55,6.75,15000.0,467.0,0,563,0.2407,5
18676,3,166,4.5,10000.0,186.2,60,723,0.4254,1
11275,25,780,5.75,10000.0,192.26,60,724,0.3087,1
10103,2,570,9.25,1500.0,71.25,24,680,0.3896,3
10426,13,780,2.75,11000.0,318.88,36,758,0.4242,1
8827,25,780,5.75,15000.0,461.35,36,788,0.308,1
8138,17,780,3.5,16550.73,308.56,60,770,0.6495,1
5126,40,780,6.75,3012.92,88.0,0,716,0.2432,2
13145,3,1437,10.0,5857.34,159.69,48,649,0.2507,3
152,3,1017,10.25,32600.0,765.53,60,662,0.4001,3
880,3,1407,10.0,12151.78,562.72,24,671,0.2824,3
9593,25,780,6.75,15320.5,301.88,60,778,0.3454,1
8013,40,780,6.75,5000.0,120.0,0,686,0.245,2
5866,3,1916,8.25,25814.0,526.67,60,719,0.3691,2
7088,25,1437,15.75,10673.82,393.12,48,0,0.1316,4
16000,23,47,6.0,8000.0,192.03,48,726,0.443,1
22332,8,341,4.5,28243.19,527.12,60,758,0.4822,1
6487,2,1437,6.75,4000.0,185.9,24,704,0.3514,2
1562,3,166,6.0,37595.0,727.42,60,736,0.2359,1
6793,25,780,5.0,2500.0,215.29,12,803,0.2732,1
5247,25,780,6.25,8000.0,196.51,48,781,0.2078,1
15030,3,780,6.75,16000.0,322.84,60,754,0.5115,1
1713,25,1407,9.75,4000.0,183.6,24,672,0.2186,3
20799,3,585,6.75,20000.0,393.49,60,712,0.5989,2
2154,3,780,6.0,27700.0,563.3,60,755,0.4187,1
8365,25,780,10.75,12726.13,300.46,60,667,0.2453,3
4160,23,1407,16.5,10000.0,258.97,60,611,0.4149,4
22022,25,47,7.25,15975.78,335.22,60,716,0.2337,2
3114,3,780,6.0,12836.0,261.31,60,729,0.335,1
4532,25,780,6.25,27300.0,671.36,48,741,0.2914,1
20938,13,1017,2.75,21537.94,384.61,60,780,0.1527,1
16999,3,1437,7.25,35922.3,631.58,72,700,0.4699,2
4385,23,780,6.25,13500.0,262.09,60,781,0.142,1
1125,25,1437,15.75,8600.0,227.64,60,607,0.447,4
19223,3,1437,4.5,16846.51,329.89,60,722,0.4239,1
3307,3,780,7.5,12357.23,321.19,48,692,0.1235,2
19524,3,55,6.0,20000.0,423.77,60,757,0.1986,1
13656,3,47,6.75,56085.49,1208.75,60,779,0.3326,1
14901,14,780,3.75,23321.17,372.37,72,803,0.1677,1
14969,23,780,7.25,30000.0,514.56,72,798,0.31,1
4817,25,780,2.49,5000.0,388.04,12,730,0.1256,1
12412,3,1437,6.5,5000.0,230.73,24,706,0.1107,2
5762,25,585,15.0,2275.0,141.4,18,638,0.2118,4
3610,8,1462,8.25,50000.0,670.65,120,776,0.6327,1
5591,3,780,6.0,10000.0,193.15,60,786,0.3725,1
5696,25,1437,6.25,1500.0,132.07,12,708,0.1739,2
20544,17,585,2.75,15547.14,277.82,60,732,0.4651,1
14506,9999,1090,5.75,43939.82,659.0,84,694,0.5226,2
3547,9999,1462,5.75,9450.0,181.48,60,751,0.4411,1
21144,40,55,6.75,3000.0,50.0,0,619,0.0156,4
13628,13,47,4.25,17500.0,332.08,60,719,0.6695,2
17438,25,1017,6.0,8500.0,262.3,36,767,0.537,1
19303,40,47,6.75,4000.0,63.0,0,0,0.1104,0
8198,8,9999,5.75,21015.93,404.49,60,753,0.2661,1
22258,9999,341,4.5,15000.0,285.06,60,712,0.432,3
21130,40,55,6.75,15000.0,409.0,0,751,0.4858,1
15477,3,1437,15.75,14975.0,394.49,60,624,0.279,4
2039,25,780,6.0,7000.0,226.41,36,733,0.3668,1
11473,25,570,7.25,6000.0,155.53,48,697,0.4163,2
11144,13,9999,3.5,38449.97,699.66,60,847,0.8819,1
1465,17,780,4.0,20000.0,367.93,60,758,0.0464,1
5241,2,55,9.25,1500.0,132.98,12,662,0.4338,3
8103,2,780,5.5,2000.0,89.05,24,736,0.1752,1
4031,13,570,3.75,22414.02,409.81,60,733,0.1857,1
19764,17,1437,14.6,16448.89,486.85,48,596,0.3264,5
9684,3,1437,10.25,26117.1,611.07,60,665,0.3809,3
2857,3,780,6.25,25000.0,509.94,60,784,0.288,1
17583,17,47,3.5,19524.28,355.57,60,729,0.1782,1
6109,9999,1017,14.5,19237.07,455.32,60,0,0.2808,4
17598,25,780,5.75,5000.0,151.9,36,835,0.109,1
20891,25,570,10.0,12596.9,281.49,60,655,0.5851,3
10606,13,570,4.5,12600.0,305.2,60,683,0.1028,2
6169,25,1916,7.25,5000.0,160.07,36,710,0.1327,2
13045,25,55,10.0,10000.0,264.49,48,646,0.2458,3
12127,24,780,7.0,6500.0,167.81,48,690,0.1056,2
7985,40,1916,6.75,4000.0,122.0,0,762,0.5076,1
220,13,570,17.3,23533.64,563.58,70,620,0.2338,4
2725,3,780,7.0,30000.0,609.75,60,744,0.2212,1
3716,3,1437,10.75,26864.88,625.02,60,643,0.0893,3
17814,40,1437,6.75,4000.0,50.0,0,779,0.118,1
17801,25,585,7.0,5000.0,154.52,36,686,0.25,2
19608,3,1437,4.5,19853.38,370.7,60,715,0.3612,2
17250,3,585,7.75,17752.0,376.93,60,687,0.0913,2
12065,3,1437,9.75,3400.0,115.52,36,662,0.0872,3
13971,13,780,3.0,15338.0,366.94,48,763,0.2903,1
3955,25,1407,15.5,5000.0,185.47,36,627,0.4079,4
21263,17,570,3.25,24108.52,481.06,55,742,0.2955,1
483,23,1437,10.0,2000.0,96.05,24,667,0.2174,3
11192,40,585,6.75,30000.0,50.0,0,824,0.3035,1
4090,25,780,5.5,5700.0,253.34,24,809,0.12,1
2183,8,1916,5.5,14000.0,274.23,60,765,0.4844,1
5791,23,780,6.25,7500.0,191.72,48,724,0.3407,1
1102,25,1437,7.75,15000.0,301.98,60,704,0.2703,2
1426,13,780,3.0,10500.0,325.05,36,738,0.6022,1
7649,25,1407,6.25,1300.0,112.84,12,687,0.1016,2
10441,2,1437,16.75,10077.0,271.16,60,582,0.2205,5
20644,3,1437,9.75,11490.07,264.74,60,665,0.4478,3
3296,13,780,3.5,6000.0,134.14,48,847,0.2675,1
19531,3,570,6.0,28000.0,593.48,60,691,0.2692,1
15894,25,47,10.25,10000.0,213.94,60,665,0.4482,3
4813,24,780,6.0,21462.96,456.0,60,728,0.1394,1
5231,13,1437,7.0,6481.13,212.13,36,644,0.2625,3
2143,9999,1437,14.5,11764.26,276.85,60,0,0.1274,4
17724,3,585,7.0,25374.37,654.3,48,645,0.3082,3
9145,25,780,5.25,5000.0,288.89,18,798,0.6601,1
1223,9999,1017,15.5,25000.0,604.9,60,633,0.1908,4
2905,3,780,7.25,8000.0,262.02,36,688,0.3413,2
14879,3,1176,10.25,20000.0,467.53,60,660,0.2977,3
13144,25,1437,10.0,3500.0,116.88,36,668,0.3085,3
9037,7,780,7.25,10000.0,171.81,72,845,0.4647,1
6919,23,780,6.0,15000.0,318.48,60,759,0.7864,1
13159,25,570,7.25,14187.49,294.18,60,717,0.5166,2
3181,3,780,6.0,15000.0,296.6,60,739,1.562,1
19184,40,1437,6.75,7000.0,142.0,0,736,0.3189,1
5786,3,780,6.25,4620.0,141.28,36,785,0.4117,1
2981,3,1916,7.75,30000.0,728.88,48,693,0.1825,2
10320,25,1437,8.0,15251.0,309.39,60,692,0.2453,2
983,40,1017,6.75,1000.0,50.0,0,0,0.2411,0
1150,25,780,6.0,10000.0,211.44,60,734,0.5984,1
11258,25,1437,10.0,10000.0,253.37,48,648,0.2665,3
17071,3,1437,5.75,23738.37,456.44,60,741,0.2879,1
15259,25,47,6.0,3000.0,94.16,36,659,0.2657,3
12474,25,1437,10.25,23115.01,503.87,60,650,0.3408,3
15174,25,780,5.75,30000.0,632.65,60,766,0.5965,1
17211,25,585,10.0,9000.0,237.92,48,672,0.2546,3
6951,40,780,6.75,10000.0,255.0,0,738,0.4412,1
2534,9999,1437,6.25,50000.0,738.32,84,715,0.435,2
10144,14,780,3.0,40388.53,763.03,60,788,0.4645,1
21666,40,585,6.75,3000.0,50.0,0,662,0.3891,1
15034,40,1017,6.75,5000.0,50.0,0,738,0.3948,1
1811,25,780,7.0,13000.0,258.06,60,787,0.6204,1
6288,9999,1437,13.0,32601.86,653.97,72,612,0.4438,4
5031,2,780,6.0,6000.0,188.28,36,802,0.7293,1
1876,13,780,3.75,19034.39,427.96,48,770,0.3701,1
8655,3,780,6.25,10000.0,194.48,60,766,0.495,1
21879,17,570,6.75,27164.86,545.12,60,668,0.5834,3
12279,40,585,6.75,15000.0,280.0,0,661,0.341,3
12268,25,780,5.75,15000.0,295.35,60,749,0.5667,1
19377,7,585,7.0,10000.0,216.89,60,689,0.4071,2
17146,40,1437,6.75,25000.0,50.0,0,730,0.4324,1
22498,23,341,4.5,10000.0,190.12,60,798,0.4515,1
2258,3,780,7.0,17675.33,367.96,60,739,0.5968,1
9690,17,1437,4.25,11460.87,280.95,48,706,0.1094,2
5793,3,1916,8.75,38300.0,707.45,72,695,0.3012,2
15942,3,570,5.75,19330.12,391.18,60,733,0.5369,1
16462,3,780,6.75,15606.0,336.55,60,810,0.1893,1
3052,25,1916,16.5,5000.0,186.16,36,562,0.3126,5
17976,25,1437,6.75,24000.0,429.39,72,740,0.1208,1
1961,23,780,16.75,9000.0,243.29,60,626,0.237,4
15044,25,47,5.75,10000.0,303.31,36,740,0.4457,1
8725,40,780,6.75,5000.0,140.0,0,713,0.2577,2
6943,3,780,6.0,20000.0,387.47,60,808,0.2782,1
6136,25,780,6.25,5000.0,118.05,48,798,1.294,1
12823,17,780,3.0,20941.84,570.66,40,738,0.29,1
2923,40,1407,6.75,10000.0,128.0,0,666,0.35,3
2994,14,1407,6.0,44607.37,653.34,84,714,0.4626,2
10692,23,780,5.25,3000.0,137.16,24,747,0.3139,1
20949,3,585,5.75,5825.0,111.93,60,748,0.5026,1
9125,3,780,5.75,12000.0,242.79,60,745,0.7933,1
13255,25,780,6.0,8000.0,247.25,36,737,0.2024,1
9760,40,585,6.75,1000.0,50.0,0,0,0.0133,0
22102,43,570,13.0,1000.0,25.0,0,0,0.2167,1
1427,25,1017,7.25,10000.0,324.78,36,698,0.102,2
6835,40,780,6.75,15000.0,50.0,0,790,0.1857,1
2014,13,780,3.75,10000.0,183.05,60,765,0.5708,1
13420,2,780,6.25,13000.0,307.27,48,803,0.6651,1
13292,8,1437,5.5,10000.0,209.84,60,714,0.2414,2
1073,3,1916,8.5,22177.81,477.6,60,688,0.3839,2
1684,3,1916,6.25,4443.07,383.09,12,702,0.4429,2
12441,23,780,6.75,17033.73,367.92,60,748,0.2823,1
15345,40,47,6.75,10000.0,163.0,0,763,0.6535,1
5795,25,1017,10.75,7000.0,166.43,60,669,0.0637,3
2248,25,585,6.75,2400.0,144.69,18,681,0.3112,2
17431,14,585,3.75,71257.72,1107.46,72,751,0.2852,1
2630,9999,1437,4.0,30198.16,473.23,72,725,0.2497,1
21899,9999,585,5.5,11278.53,166.7,84,722,0.3723,1
5467,8,1916,5.5,14602.5,340.36,48,652,0.4349,3
3003,3,166,16.75,7000.0,214.97,48,598,0.5069,5
1458,24,1916,10.0,5000.0,230.72,24,646,0.0737,3
19596,43,570,13.0,1000.0,50.0,0,536,0.0519,5
13195,3,1176,7.0,4312.26,140.88,36,708,0.1899,2
9872,25,1407,14.5,3000.0,148.16,24,0,0.2819,4
9078,40,1437,6.75,1000.0,50.0,0,640,0.2654,3
1174,3,47,8.0,14597.36,327.32,60,689,0.4647,3
14061,40,780,6.75,2500.0,50.0,0,712,0.3346,2
14168,14,1017,4.25,45978.29,655.6,84,790,0.1951,1
2535,8,570,8.0,32693.09,397.7,120,781,0.5349,1
19254,25,585,10.0,10010.42,223.31,60,650,0.5598,3
12608,25,1017,14.25,2000.0,95.97,24,613,0.3413,4
21349,40,585,6.75,7000.0,93.0,0,687,0.2394,1
7018,2,780,7.0,13890.32,302.86,60,778,0.5994,1
2404,25,1407,6.25,20000.0,389.03,60,803,0.182,1
4,3,780,6.0,14536.0,308.23,60,720,0.7634,1
21020,3,1017,5.5,9126.61,212.19,48,726,0.2185,1
9605,3,780,6.75,30000.0,604.21,60,781,0.4084,1
13527,3,1437,10.25,26414.61,592.85,60,662,0.2768,3
19336,40,570,6.75,5000.0,113.0,0,729,0.3894,1
12638,3,1437,10.5,8000.0,188.07,60,644,0.4472,3
14133,25,780,5.75,5000.0,154.13,36,748,0.201,1
9802,25,1437,9.25,3000.0,138.87,24,657,0.3723,3
21478,43,780,13.0,2500.0,25.0,0,776,0.2639,1
5028,2,585,15.5,2000.0,180.77,12,525,0.2378,5
6382,9999,1090,6.25,54078.53,798.44,84,682,0.2236,2
5547,3,780,5.0,12200.0,1044.86,12,810,0.396,1
6114,9999,1090,4.0,20775.96,325.04,72,758,0.4463,1
6025,3,1916,10.5,9434.0,251.46,48,651,0.3847,3
22162,25,570,7.25,4000.0,97.66,48,689,0.3976,2
13102,3,47,8.0,10789.0,218.2,60,706,0.8478,2
9466,17,1407,4.5,15165.47,302.64,57,715,0.5436,2
7909,2,570,7.25,3000.0,98.37,36,695,0.3551,2
18840,40,780,6.75,15000.0,248.0,0,733,0.3105,1
322,25,780,6.0,5000.0,160.69,36,800,0.175,1
8845,3,1017,8.25,20000.0,373.53,72,716,0.109,2
9871,3,1017,15.75,15000.0,395.61,60,609,0.1588,4
3021,23,1017,8.25,13320.18,297.28,60,692,0.3532,2
4388,2,780,2.49,1000.0,86.21,12,746,0.7867,1
10222,25,780,5.75,15000.0,317.73,60,775,0.4069,1
19582,3,1437,4.5,17712.97,347.63,60,796,0.4708,1
14125,25,780,5.75,25000.0,480.48,60,739,0.4432,1
687,2,1437,5.75,10000.0,210.77,60,758,0.5089,1
12949,13,585,4.5,27076.0,517.27,60,704,0.2501,2
1546,3,1437,8.25,15000.0,321.46,60,711,0.5093,2
2778,9999,1437,6.0,48526.41,804.26,72,705,0.263,2
15673,17,780,3.5,15298.73,462.23,36,693,0.1878,2
9645,25,1437,10.25,10000.0,235.09,60,650,0.3724,3
11115,3,780,5.75,20495.61,414.9,60,755,0.4601,1
20523,17,55,3.75,10370.59,189.95,60,696,0.3349,2
7041,3,585,6.75,7000.0,312.17,24,708,0.1111,2
13082,25,570,14.75,3000.0,109.5,36,0,0.0341,4
12587,3,47,7.75,30567.78,594.75,72,682,0.4609,2
21900,43,47,13.0,5000.0,75.0,0,808,0.2353,1
2509,9999,1437,12.3,18750.32,419.94,60,617,0.3091,4
5618,13,1462,4.0,9060.0,170.75,60,699,0.4337,2
5373,25,166,7.5,35000.0,604.53,72,734,0.1683,1
7097,40,780,6.75,10000.0,271.0,0,748,0.4265,1
17609,3,1437,6.75,8500.0,277.58,36,689,0.4539,2
2803,25,780,6.0,15000.0,318.09,60,755,0.5495,1
7436,13,55,4.25,16071.77,253.54,72,766,0.3239,1
14439,40,780,6.75,10000.0,325.0,0,769,0.2074,1
473,9999,1437,14.75,13977.01,357.85,54,0,0.2147,4
1663,9999,1437,5.25,24672.09,401.03,72,688,0.1231,2
21845,23,780,4.5,20000.0,372.88,60,831,0.4424,1
22469,3,55,4.5,15000.0,301.55,60,704,0.4299,1
6479,25,780,6.0,12000.0,237.43,60,739,0.1786,1
12588,25,47,10.0,6000.0,163.54,48,666,0.4301,3
9794,2,780,5.25,3000.0,137.31,24,753,0.4015,1
6958,9999,780,6.0,10000.0,193.58,60,783,1.0894,1
18569,17,1437,3.75,39843.0,633.4,72,815,0.6184,1
1476,25,780,6.25,10000.0,305.3,36,758,0.337,1
6336,43,570,13.0,1500.0,25.0,0,633,0.3254,4
18508,14,1437,7.5,35273.48,667.28,72,598,0.3945,4
19518,25,570,7.0,13345.0,264.96,60,688,0.1522,2
14618,25,780,5.75,12000.0,231.19,60,741,0.4918,1
13243,24,780,6.0,3000.0,94.06,36,834,0.7679,1
4212,9999,1916,10.75,11700.0,253.2,60,0,0.2199,4
16124,3,780,6.0,12293.31,261.94,60,748,0.7943,1
17479,40,780,6.75,12900.0,325.0,0,712,0.0835,2
14926,3,1176,8.5,10925.68,247.58,60,669,0.4157,3
2881,14,55,4.25,55698.02,801.22,80,756,0.4339,1
16300,3,47,8.25,26178.25,514.78,72,685,0.388,2
5323,23,780,5.0,1500.0,130.96,12,753,0.1235,1
14462,13,780,2.75,15036.68,442.1,36,825,0.7114,1
3598,3,780,6.0,12178.49,246.96,60,788,1.5114,1
18016,40,47,6.75,20000.0,144.0,0,766,0.7382,1
16031,25,780,5.75,10000.0,210.66,60,760,0.1604,1
21981,13,55,3.25,23000.0,415.99,60,783,0.5698,1
17274,14,585,4.25,20665.48,413.1,60,688,0.4509,2
403,23,780,6.0,8000.0,188.18,48,727,0.4274,1
5056,3,1916,10.5,10838.52,294.37,48,655,0.274,3
21793,40,780,6.75,10000.0,50.0,0,762,0.4435,1
22293,40,341,6.75,11000.0,50.0,0,768,0.3494,1
13024,40,585,6.75,3000.0,90.0,0,675,0.1708,3
5937,24,780,6.25,6000.0,183.35,36,755,0.7834,1
19138,3,1437,14.45,8000.0,234.73,48,630,0.2975,4
19981,43,1437,13.0,1000.0,25.0,0,628,0.4574,4
17802,40,1437,6.75,5000.0,50.0,0,759,0.2391,1
16004,25,780,6.0,12000.0,231.98,60,758,0.6335,1
11044,3,1017,6.75,44736.01,902.5,60,731,0.5097,1
1552,25,780,6.25,11979.0,232.95,60,810,0.5569,1
6592,17,1437,7.25,15270.0,366.91,48,664,0.3408,3
14299,3,1017,7.25,32210.7,553.55,72,720,0.4826,1
4353,3,570,8.5,12717.57,275.2,60,710,0.296,2
21192,3,585,7.25,30561.11,557.51,72,703,0.4734,2
2523,2,780,2.49,6500.0,549.31,12,768,0.1038,1
4523,3,780,8.25,17000.0,354.95,60,705,0.4911,2
1189,3,780,7.5,8900.0,215.02,48,715,0.5435,2
22122,17,9999,3.5,25308.68,469.85,60,744,0.3825,1
16851,3,585,6.0,21289.85,431.87,60,769,0.4672,1
16078,3,47,6.25,29000.0,581.17,60,699,0.6354,2
18591,13,1437,6.25,20904.0,493.56,48,651,0.3864,3
